Disease,Symptom_1,Symptom_2,Symptom_3,Symptom_4,Symptom_5
impetigo,skin_rash,high_fever,blister,red_sore_around_nose, yellow_crust_ooze
impetigo,skin_rash,blister,red_sore_around_nose,yellow_crust_ooze,
fungal_infection,itching,skin_rash,nodal_skin_eruptions,dischromic__patches,
fungal_infection,skin_rash,nodal_skin_eruptions,dischromic__patches,,
fungal_infection,itching,nodal_skin_eruptions,dischromic__patches,,
fungal_infection,itching,skin_rash,dischromic__patches,,
fungal_infection,itching,skin_rash,nodal_skin_eruptions,,
fungal_infection,skin_rash,nodal_skin_eruptions,dischromic__patches,,
fungal_infection,itching,nodal_skin_eruptions,dischromic__patches,,
fungal_infection,itching,skin_rash,dischromic__patches,,
fungal_infection,itching,skin_rash,nodal_skin_eruptions,,
fungal_infection,itching,skin_rash,nodal_skin_eruptions,dischromic__patches,
allergy,continuous_sneezing,shivering,chills,watering_from_eyes,
allergy,shivering,chills,watering_from_eyes,,
allergy,continuous_sneezing,chills,watering_from_eyes,,
allergy,continuous_sneezing,shivering,watering_from_eyes,,
allergy,continuous_sneezing,shivering,chills,,
allergy,shivering,chills,watering_from_eyes,,
allergy,continuous_sneezing,chills,watering_from_eyes,,
allergy,continuous_sneezing,shivering,watering_from_eyes,,
allergy,continuous_sneezing,shivering,chills,,
allergy,continuous_sneezing,shivering,chills,watering_from_eyes,
gerd,stomach_pain,acidity,ulcers_on_tongue,vomiting, cough
gerd,stomach_pain,ulcers_on_tongue,vomiting,cough, chest_pain
gerd,stomach_pain,acidity,vomiting,cough, chest_pain
gerd,stomach_pain,acidity,ulcers_on_tongue,cough, chest_pain
gerd,stomach_pain,acidity,ulcers_on_tongue,vomiting, chest_pain
gerd,stomach_pain,acidity,ulcers_on_tongue,vomiting, cough
gerd,acidity,ulcers_on_tongue,vomiting,cough, chest_pain
gerd,stomach_pain,ulcers_on_tongue,vomiting,cough, chest_pain
gerd,stomach_pain,acidity,vomiting,cough, chest_pain
gerd,stomach_pain,acidity,ulcers_on_tongue,cough, chest_pain
chronic_cholestasis,itching,vomiting,yellowish_skin,nausea, loss_of_appetite
chronic_cholestasis,vomiting,yellowish_skin,nausea,loss_of_appetite, abdominal_pain
chronic_cholestasis,itching,yellowish_skin,nausea,loss_of_appetite, abdominal_pain
chronic_cholestasis,itching,vomiting,nausea,loss_of_appetite, abdominal_pain
chronic_cholestasis,itching,vomiting,yellowish_skin,loss_of_appetite, abdominal_pain
chronic_cholestasis,itching,vomiting,yellowish_skin,nausea, abdominal_pain
chronic_cholestasis,itching,vomiting,yellowish_skin,nausea, loss_of_appetite
chronic_cholestasis,itching,vomiting,yellowish_skin,nausea, loss_of_appetite
chronic_cholestasis,itching,vomiting,yellowish_skin,nausea, loss_of_appetite
chronic_cholestasis,itching,vomiting,yellowish_skin,nausea, loss_of_appetite
drug_reaction,itching,skin_rash,stomach_pain,burning_micturition, spotting_ urination
drug_reaction,itching,stomach_pain,burning_micturition,spotting__urination,
drug_reaction,itching,skin_rash,burning_micturition,spotting__urination,
drug_reaction,itching,skin_rash,stomach_pain,spotting__urination,
drug_reaction,itching,skin_rash,stomach_pain,burning_micturition,
drug_reaction,skin_rash,stomach_pain,burning_micturition,spotting__urination,
drug_reaction,itching,stomach_pain,burning_micturition,spotting__urination,
drug_reaction,itching,skin_rash,burning_micturition,spotting__urination,
drug_reaction,itching,skin_rash,stomach_pain,spotting__urination,
drug_reaction,itching,skin_rash,stomach_pain,burning_micturition,
peptic_ulcer_diseae,vomiting,loss_of_appetite,abdominal_pain,passage_of_gases, internal_itching
peptic_ulcer_diseae,vomiting,indigestion,abdominal_pain,passage_of_gases, internal_itching
peptic_ulcer_diseae,indigestion,loss_of_appetite,abdominal_pain,passage_of_gases, internal_itching
peptic_ulcer_diseae,vomiting,loss_of_appetite,abdominal_pain,passage_of_gases, internal_itching
peptic_ulcer_diseae,vomiting,indigestion,abdominal_pain,passage_of_gases, internal_itching
peptic_ulcer_diseae,vomiting,indigestion,loss_of_appetite,passage_of_gases, internal_itching
peptic_ulcer_diseae,vomiting,indigestion,loss_of_appetite,abdominal_pain, internal_itching
peptic_ulcer_diseae,vomiting,indigestion,loss_of_appetite,abdominal_pain, passage_of_gases
peptic_ulcer_diseae,vomiting,indigestion,loss_of_appetite,abdominal_pain, passage_of_gases
peptic_ulcer_diseae,vomiting,indigestion,loss_of_appetite,abdominal_pain, passage_of_gases
aids,muscle_wasting,patches_in_throat,high_fever,extra_marital_contacts,
aids,patches_in_throat,high_fever,extra_marital_contacts,,
aids,muscle_wasting,high_fever,extra_marital_contacts,,
aids,muscle_wasting,patches_in_throat,extra_marital_contacts,,
aids,muscle_wasting,patches_in_throat,high_fever,,
aids,muscle_wasting,patches_in_throat,high_fever,extra_marital_contacts,
aids,muscle_wasting,patches_in_throat,high_fever,extra_marital_contacts,
aids,patches_in_throat,high_fever,extra_marital_contacts,,
aids,muscle_wasting,high_fever,extra_marital_contacts,,
aids,muscle_wasting,patches_in_throat,high_fever,,
diabetes,fatigue,weight_loss,restlessness,lethargy, irregular_sugar_level
diabetes,fatigue,weight_loss,restlessness,lethargy, irregular_sugar_level
diabetes,weight_loss,restlessness,lethargy,irregular_sugar_level, blurred_and_distorted_vision
diabetes,fatigue,restlessness,lethargy,irregular_sugar_level, blurred_and_distorted_vision
diabetes,fatigue,weight_loss,lethargy,irregular_sugar_level, blurred_and_distorted_vision
diabetes,fatigue,weight_loss,restlessness,irregular_sugar_level, blurred_and_distorted_vision
diabetes,fatigue,weight_loss,restlessness,lethargy, blurred_and_distorted_vision
diabetes,fatigue,weight_loss,restlessness,lethargy, irregular_sugar_level
diabetes,fatigue,weight_loss,restlessness,lethargy, irregular_sugar_level
diabetes,fatigue,weight_loss,restlessness,lethargy, irregular_sugar_level
gastroenteritis,vomiting,sunken_eyes,dehydration,diarrhoea,
gastroenteritis,vomiting,sunken_eyes,dehydration,diarrhoea,
gastroenteritis,sunken_eyes,dehydration,diarrhoea,,
gastroenteritis,vomiting,dehydration,diarrhoea,,
gastroenteritis,vomiting,sunken_eyes,diarrhoea,,
gastroenteritis,vomiting,sunken_eyes,dehydration,,
gastroenteritis,vomiting,sunken_eyes,dehydration,diarrhoea,
gastroenteritis,sunken_eyes,dehydration,diarrhoea,,
gastroenteritis,vomiting,dehydration,diarrhoea,,
gastroenteritis,vomiting,sunken_eyes,diarrhoea,,
bronchial_asthma,fatigue,cough,high_fever,breathlessness, family_history
bronchial_asthma,cough,high_fever,breathlessness,family_history, mucoid_sputum
bronchial_asthma,fatigue,high_fever,breathlessness,family_history, mucoid_sputum
bronchial_asthma,fatigue,cough,breathlessness,family_history, mucoid_sputum
bronchial_asthma,fatigue,cough,high_fever,family_history, mucoid_sputum
bronchial_asthma,fatigue,cough,high_fever,breathlessness, mucoid_sputum
bronchial_asthma,fatigue,cough,high_fever,breathlessness, family_history
bronchial_asthma,fatigue,cough,high_fever,breathlessness, family_history
bronchial_asthma,cough,high_fever,breathlessness,family_history, mucoid_sputum
bronchial_asthma,fatigue,high_fever,breathlessness,family_history, mucoid_sputum
hypertension,headache,chest_pain,dizziness,loss_of_balance, lack_of_concentration
hypertension,chest_pain,dizziness,loss_of_balance,lack_of_concentration,
hypertension,headache,dizziness,loss_of_balance,lack_of_concentration,
hypertension,headache,chest_pain,loss_of_balance,lack_of_concentration,
hypertension,headache,chest_pain,dizziness,lack_of_concentration,
hypertension,headache,chest_pain,dizziness,loss_of_balance,
hypertension,headache,chest_pain,dizziness,loss_of_balance, lack_of_concentration
hypertension,chest_pain,dizziness,loss_of_balance,lack_of_concentration,
hypertension,headache,dizziness,loss_of_balance,lack_of_concentration,
hypertension,headache,chest_pain,loss_of_balance,lack_of_concentration,
migraine,acidity,indigestion,headache,blurred_and_distorted_vision, excessive_hunger
migraine,indigestion,headache,blurred_and_distorted_vision,excessive_hunger, stiff_neck
migraine,acidity,headache,blurred_and_distorted_vision,excessive_hunger, stiff_neck
migraine,acidity,indigestion,blurred_and_distorted_vision,excessive_hunger, stiff_neck
migraine,acidity,indigestion,headache,excessive_hunger, stiff_neck
migraine,acidity,indigestion,headache,blurred_and_distorted_vision, stiff_neck
migraine,acidity,indigestion,headache,blurred_and_distorted_vision, excessive_hunger
migraine,acidity,indigestion,headache,blurred_and_distorted_vision, excessive_hunger
migraine,acidity,indigestion,headache,blurred_and_distorted_vision, excessive_hunger
migraine,acidity,indigestion,headache,blurred_and_distorted_vision, excessive_hunger
cervical_spondylosis,back_pain,weakness_in_limbs,neck_pain,dizziness, loss_of_balance
cervical_spondylosis,back_pain,weakness_in_limbs,neck_pain,dizziness, loss_of_balance
cervical_spondylosis,weakness_in_limbs,neck_pain,dizziness,loss_of_balance,
cervical_spondylosis,back_pain,neck_pain,dizziness,loss_of_balance,
cervical_spondylosis,back_pain,weakness_in_limbs,dizziness,loss_of_balance,
cervical_spondylosis,back_pain,weakness_in_limbs,neck_pain,loss_of_balance,
cervical_spondylosis,back_pain,weakness_in_limbs,neck_pain,dizziness,
cervical_spondylosis,back_pain,weakness_in_limbs,neck_pain,dizziness, loss_of_balance
cervical_spondylosis,weakness_in_limbs,neck_pain,dizziness,loss_of_balance,
cervical_spondylosis,back_pain,neck_pain,dizziness,loss_of_balance,
paralysis_(brain_hemorrhage),vomiting,headache,weakness_of_one_body_side,altered_sensorium,
paralysis_(brain_hemorrhage),vomiting,headache,weakness_of_one_body_side,altered_sensorium,
paralysis_(brain_hemorrhage),headache,weakness_of_one_body_side,altered_sensorium,,
paralysis_(brain_hemorrhage),vomiting,weakness_of_one_body_side,altered_sensorium,,
paralysis_(brain_hemorrhage),vomiting,headache,altered_sensorium,,
paralysis_(brain_hemorrhage),vomiting,headache,weakness_of_one_body_side,,
paralysis_(brain_hemorrhage),vomiting,headache,weakness_of_one_body_side,altered_sensorium,
paralysis_(brain_hemorrhage),headache,weakness_of_one_body_side,altered_sensorium,,
paralysis_(brain_hemorrhage),vomiting,weakness_of_one_body_side,altered_sensorium,,
paralysis_(brain_hemorrhage),vomiting,headache,altered_sensorium,,
jaundice,itching,vomiting,fatigue,weight_loss, high_fever
jaundice,itching,vomiting,fatigue,weight_loss, high_fever
jaundice,vomiting,fatigue,weight_loss,high_fever, yellowish_skin
jaundice,itching,fatigue,weight_loss,high_fever, yellowish_skin
jaundice,itching,vomiting,weight_loss,high_fever, yellowish_skin
jaundice,itching,vomiting,fatigue,high_fever, yellowish_skin
jaundice,itching,vomiting,fatigue,weight_loss, yellowish_skin
jaundice,itching,vomiting,fatigue,weight_loss, high_fever
jaundice,itching,vomiting,fatigue,weight_loss, high_fever
jaundice,itching,vomiting,fatigue,weight_loss, high_fever
malaria,chills,vomiting,high_fever,sweating, headache
malaria,chills,vomiting,high_fever,sweating, headache
malaria,chills,vomiting,high_fever,sweating, headache
malaria,vomiting,high_fever,sweating,headache, nausea
malaria,chills,high_fever,sweating,headache, nausea
malaria,chills,vomiting,sweating,headache, nausea
malaria,chills,vomiting,high_fever,headache, nausea
malaria,chills,vomiting,high_fever,sweating, nausea
malaria,chills,vomiting,high_fever,sweating, headache
malaria,chills,vomiting,high_fever,sweating, headache
chicken_pox,itching,skin_rash,fatigue,lethargy, high_fever
chicken_pox,skin_rash,fatigue,lethargy,high_fever, headache
chicken_pox,itching,fatigue,lethargy,high_fever, headache
chicken_pox,itching,skin_rash,lethargy,high_fever, headache
chicken_pox,itching,skin_rash,fatigue,high_fever, headache
chicken_pox,itching,skin_rash,fatigue,lethargy, headache
chicken_pox,itching,skin_rash,fatigue,lethargy, high_fever
chicken_pox,itching,skin_rash,fatigue,lethargy, high_fever
chicken_pox,itching,skin_rash,fatigue,lethargy, high_fever
chicken_pox,itching,skin_rash,fatigue,lethargy, high_fever
dengue,skin_rash,chills,joint_pain,vomiting, fatigue
dengue,skin_rash,chills,joint_pain,vomiting, fatigue
dengue,skin_rash,chills,joint_pain,vomiting, fatigue
dengue,skin_rash,chills,joint_pain,vomiting, fatigue
dengue,chills,joint_pain,vomiting,fatigue, high_fever
dengue,skin_rash,joint_pain,vomiting,fatigue, high_fever
dengue,skin_rash,chills,vomiting,fatigue, high_fever
dengue,skin_rash,chills,joint_pain,fatigue, high_fever
dengue,skin_rash,chills,joint_pain,vomiting, high_fever
dengue,skin_rash,chills,joint_pain,vomiting, fatigue
typhoid,chills,vomiting,fatigue,high_fever, nausea
typhoid,chills,vomiting,fatigue,high_fever, headache
typhoid,chills,vomiting,fatigue,high_fever, headache
typhoid,chills,vomiting,fatigue,high_fever, headache
typhoid,chills,vomiting,fatigue,high_fever, headache
typhoid,chills,vomiting,fatigue,high_fever, headache
typhoid,chills,vomiting,fatigue,high_fever, headache
typhoid,chills,vomiting,fatigue,high_fever, headache
typhoid,chills,vomiting,fatigue,high_fever, headache
typhoid,chills,fatigue,high_fever,headache, nausea
hepatitis_a,joint_pain,vomiting,yellowish_skin,dark_urine, nausea
hepatitis_a,joint_pain,vomiting,yellowish_skin,dark_urine, nausea
hepatitis_a,vomiting,yellowish_skin,dark_urine,nausea, loss_of_appetite
hepatitis_a,joint_pain,yellowish_skin,dark_urine,nausea, loss_of_appetite
hepatitis_a,joint_pain,vomiting,dark_urine,nausea, loss_of_appetite
hepatitis_a,joint_pain,vomiting,yellowish_skin,nausea, loss_of_appetite
hepatitis_a,joint_pain,vomiting,yellowish_skin,dark_urine, loss_of_appetite
hepatitis_a,joint_pain,vomiting,yellowish_skin,dark_urine, nausea
hepatitis_a,joint_pain,vomiting,yellowish_skin,dark_urine, nausea
hepatitis_a,joint_pain,vomiting,yellowish_skin,dark_urine, nausea
hepatitis_b,itching,fatigue,lethargy,yellowish_skin, dark_urine
hepatitis_b,itching,fatigue,lethargy,yellowish_skin, dark_urine
hepatitis_b,fatigue,lethargy,yellowish_skin,dark_urine, loss_of_appetite
hepatitis_b,itching,lethargy,yellowish_skin,dark_urine, loss_of_appetite
hepatitis_b,itching,fatigue,yellowish_skin,dark_urine, loss_of_appetite
hepatitis_b,itching,fatigue,lethargy,dark_urine, loss_of_appetite
hepatitis_b,itching,fatigue,lethargy,yellowish_skin, loss_of_appetite
hepatitis_b,itching,fatigue,lethargy,yellowish_skin, dark_urine
hepatitis_b,itching,fatigue,lethargy,yellowish_skin, dark_urine
hepatitis_b,itching,fatigue,lethargy,yellowish_skin, dark_urine
hepatitis_c,fatigue,yellowish_skin,nausea,loss_of_appetite, family_history
hepatitis_c,fatigue,yellowish_skin,nausea,loss_of_appetite, yellowing_of_eyes
hepatitis_c,yellowish_skin,nausea,loss_of_appetite,yellowing_of_eyes, family_history
hepatitis_c,fatigue,nausea,loss_of_appetite,yellowing_of_eyes, family_history
hepatitis_c,fatigue,yellowish_skin,loss_of_appetite,yellowing_of_eyes, family_history
hepatitis_c,fatigue,yellowish_skin,nausea,yellowing_of_eyes, family_history
hepatitis_c,fatigue,yellowish_skin,nausea,loss_of_appetite, family_history
hepatitis_c,fatigue,yellowish_skin,nausea,loss_of_appetite, yellowing_of_eyes
hepatitis_c,fatigue,yellowish_skin,nausea,loss_of_appetite, yellowing_of_eyes
hepatitis_c,fatigue,yellowish_skin,nausea,loss_of_appetite, yellowing_of_eyes
hepatitis_d,joint_pain,vomiting,fatigue,yellowish_skin, dark_urine
hepatitis_d,vomiting,fatigue,yellowish_skin,dark_urine, nausea
hepatitis_d,joint_pain,fatigue,yellowish_skin,dark_urine, nausea
hepatitis_d,joint_pain,vomiting,yellowish_skin,dark_urine, nausea
hepatitis_d,joint_pain,vomiting,fatigue,dark_urine, nausea
hepatitis_d,joint_pain,vomiting,fatigue,yellowish_skin, nausea
hepatitis_d,joint_pain,vomiting,fatigue,yellowish_skin, dark_urine
hepatitis_d,joint_pain,vomiting,fatigue,yellowish_skin, dark_urine
hepatitis_d,joint_pain,vomiting,fatigue,yellowish_skin, dark_urine
hepatitis_d,joint_pain,vomiting,fatigue,yellowish_skin, dark_urine
hepatitis_e,joint_pain,vomiting,fatigue,high_fever, yellowish_skin
hepatitis_e,joint_pain,vomiting,fatigue,high_fever, yellowish_skin
hepatitis_e,joint_pain,vomiting,fatigue,high_fever, yellowish_skin
hepatitis_e,vomiting,fatigue,high_fever,yellowish_skin, dark_urine
hepatitis_e,joint_pain,fatigue,high_fever,yellowish_skin, dark_urine
hepatitis_e,joint_pain,vomiting,high_fever,yellowish_skin, dark_urine
hepatitis_e,joint_pain,vomiting,fatigue,yellowish_skin, dark_urine
hepatitis_e,joint_pain,vomiting,fatigue,high_fever, dark_urine
hepatitis_e,joint_pain,vomiting,fatigue,high_fever, yellowish_skin
hepatitis_e,joint_pain,vomiting,fatigue,high_fever, yellowish_skin
alcoholic_hepatitis,vomiting,yellowish_skin,abdominal_pain,swelling_of_stomach, distention_of_abdomen
alcoholic_hepatitis,vomiting,yellowish_skin,abdominal_pain,swelling_of_stomach, distention_of_abdomen
alcoholic_hepatitis,yellowish_skin,abdominal_pain,swelling_of_stomach,distention_of_abdomen, history_of_alcohol_consumption
alcoholic_hepatitis,vomiting,abdominal_pain,swelling_of_stomach,distention_of_abdomen, history_of_alcohol_consumption
alcoholic_hepatitis,vomiting,yellowish_skin,swelling_of_stomach,distention_of_abdomen, history_of_alcohol_consumption
alcoholic_hepatitis,vomiting,yellowish_skin,abdominal_pain,distention_of_abdomen, history_of_alcohol_consumption
alcoholic_hepatitis,vomiting,yellowish_skin,abdominal_pain,swelling_of_stomach, history_of_alcohol_consumption
